Name,Date Added,Year,Last Played,Artist,Genre,Plays
Nas Is Like,"8/12/18, 2:01 AM",1999,"9/11/19, 3:13 PM",Nas,Hip-Hop/Rap,9
Neighbors,"6/2/17, 1:03 AM",2016,"1/16/19, 11:19 PM",J. Cole,Hip-Hop/Rap,21
Nephew (feat. Lil Pump),"9/26/18, 10:46 AM",2018,"6/24/19, 3:41 PM",Smokepurpp,Hip-Hop/Rap,4
Never Enough,"10/29/15, 12:33 AM",2004,"5/5/19, 11:58 PM",Eminem,Rap,1
Never Enough,"10/16/15, 5:34 PM",2014,"2/28/17, 11:05 PM",Logic,Dance & House,1
Never Enough (feat. 50 Cent & Nate Dogg),"10/25/16, 3:55 PM",2004,,Eminem,Hip-Hop/Rap,
Never Let Me Down,"10/15/15, 6:06 PM",2004,"9/4/16, 10:55 PM",Kanye West,Rap,3
Never Let Me Down (feat. JAY-Z & J. Ivy),"10/25/16, 3:55 PM",2004,,Kanye West,Hip-Hop/Rap,
Never Recover,"10/17/18, 12:51 PM",2018,"1/31/19, 11:22 AM","Lil Baby, Gunna & Drake",Hip-Hop/Rap,4
Never There,"8/31/19, 1:13 AM",1998,"8/16/20, 1:55 PM",Cake,Alternative,21
New Colossal Hate,"5/31/20, 10:31 PM",,,Lamb of God,Metal,
New Level (feat. Future),"8/9/16, 3:44 PM",2015,"3/3/20, 6:19 PM",A$AP Ferg,Hip-Hop/Rap,81
New Song,"3/13/17, 11:55 AM",1992,"8/16/20, 2:19 PM",Sublime,Alternative,109
New Thrash,"3/13/17, 11:55 AM",1992,"2/26/18, 11:16 PM",Sublime,Alternative,6
The New Workout Plan,"10/15/15, 6:08 PM",2004,,Kanye West,Rap,
The New Workout Plan,"10/25/16, 3:55 PM",2004,,Kanye West,Hip-Hop/Rap,
New Wu,"10/21/15, 8:59 PM",2009,"4/6/16, 12:51 PM",Raekwon,Rap,7
The New Wu (feat. Method Man & Ghostface Killah),"10/25/16, 3:57 PM",2009,"11/6/16, 1:11 PM",Raekwon,Hip-Hop/Rap,1
New York Skit,"10/15/15, 8:02 PM",2015,"10/16/15, 8:28 AM",The Game,Hip-Hop/Rap,1
"New York, New York","10/8/15, 9:28 PM",2015,"2/11/16, 8:58 AM",The Game,Hip Hop/Rap,2
The Next Episode,"7/7/15, 11:29 PM",,"2/27/17, 7:51 PM",Dr. Dre,,14
The Next Episode (feat. Snoop Dogg),"6/29/17, 9:46 AM",1999,"10/20/18, 5:35 PM",Dr. Dre,Hip-Hop/Rap,16
Nice Boys (Live),"8/31/19, 1:33 AM",1986,,Guns N' Roses,Hard Rock,
Nice For What,"4/20/18, 10:53 PM",2018,"6/4/18, 2:00 PM",Drake,Hip-Hop/Rap,2
Nice For What,"6/29/18, 10:45 AM",2018,"10/20/18, 5:12 PM",Drake,Hip-Hop/Rap,4
Nice Guy,"9/22/18, 12:50 AM",2018,,Eminem & Jessie Reyez,Hip-Hop/Rap,
N****z Know,"6/2/17, 12:21 AM",2013,,J. Cole,Hip-Hop/Rap,
The Night King,"6/9/19, 4:38 PM",2019,,Ramin Djawadi,Soundtrack,
Night Moves,"7/19/17, 2:25 PM",1976,"10/21/18, 2:58 PM",Bob Seger & The Silver Bullet Band,Rock,16
Night of the Living Baseheads,"8/3/15, 9:35 PM",2001,,Public Enemy,Hip-Hop/Rap,
Nightrain,"4/17/17, 1:59 PM",1987,"5/18/18, 4:49 PM",Guns N' Roses,Hard Rock,5
Nights In White Satin,"4/1/19, 1:49 PM",1984,,The Moody Blues,Rock,
Nighttrain,"8/3/15, 9:35 PM",2001,"8/11/15, 12:13 PM",Public Enemy,Hip Hop/Rap,1
Nikki,"10/16/15, 5:35 PM",2014,"10/17/15, 6:08 PM",Logic,Dance & House,1
No Flockin,"10/13/16, 11:24 PM",2014,"10/13/19, 8:03 PM",Kodak Black,Hip-Hop,31
No Hands (feat. Roscoe Dash & Wale),"9/21/16, 11:06 PM",2010,"9/22/18, 12:13 AM",Waka Flocka Flame,Hip-Hop/Rap,36
No Interruptions,"7/7/15, 11:54 PM",,"11/28/16, 3:17 PM",Hoodie Allen,,11
No Long Talk (feat. Giggs),"5/31/17, 1:58 AM",2017,"6/3/17, 12:24 PM",Drake,Hip-Hop/Rap,1
No Love (feat. Lil Wayne),"12/2/16, 1:08 AM",2010,"4/9/20, 9:00 PM",Eminem,Hip-Hop/Rap,39
No Make-Up (Her Vice) [feat. Colin Munroe],"8/12/19, 12:16 PM",2011,,Kendrick Lamar,Hip-Hop/Rap,
No More Fun and Games,"6/18/17, 12:47 PM",2005,"8/20/19, 12:53 PM",The Game,Hip Hop/Rap,4
No More Fun and Games,"3/5/15, 1:25 PM",2005,,The Game,Hip-Hop/Rap,
No More Parties in LA,"9/20/16, 12:28 AM",2016,"5/19/18, 2:54 PM",Kanye West,Hip-Hop/Rap,19
No One,"10/12/19, 3:56 PM",2007,,Alicia Keys,R&B/Soul,
No One Knows,"8/15/17, 11:39 AM",2002,"3/28/19, 1:55 PM",Queens of the Stone Age,Rock,16
No One Like You,"5/21/17, 12:31 PM",1982,"1/23/20, 4:16 PM",Scorpions,Hard Rock,43
No Option,"6/30/18, 11:55 AM",2016,,Post Malone,Hip-Hop/Rap,
No Place for a Hero,"1/3/16, 2:58 AM",,"3/10/16, 11:11 AM",The Heavy,,1
No Problem (feat. Lil Wayne & 2 Chainz),"9/22/16, 12:01 AM",2016,"10/20/18, 6:59 PM",Chance the Rapper,Hip-Hop/Rap,32
No Punches,"1/19/18, 5:40 PM",2017,"1/19/18, 6:39 PM",Dame D.O.L.L.A.,Hip-Hop/Rap,2
No Quarter,"3/1/19, 5:52 PM",1973,,Led Zeppelin,Rock,
No Role Modelz,"10/21/15, 9:44 PM",2014,"7/14/16, 7:00 PM",J. Cole,Rap,11
No Role Modelz,"11/1/16, 8:37 PM",2014,"10/5/19, 3:27 PM",J. Cole,Hip-Hop/Rap,41
No Scrubs,"4/26/19, 10:38 PM",2019,,Weezer,Alternative,
No Sleep Till Brooklyn,"2/8/17, 2:37 PM",1986,"5/9/17, 3:25 PM",Beastie Boys,Hip-Hop/Rap,4
No Smoke,"12/23/16, 12:58 AM",2016,"6/21/17, 5:34 PM",Gucci Mane,Hip-Hop/Rap,7
No Such Thing,"1/27/19, 2:42 PM",2001,,John Mayer,Rock,
No Tears,"10/16/15, 5:17 PM",2014,,Jeezy,Rap,
No Tellin',"10/15/15, 5:27 PM",2015,"4/2/16, 12:27 AM",Drake,Rap,4
No Woman (Demo),"10/28/17, 5:18 PM",2017,"6/8/19, 5:32 PM",Whitney,Indie Rock,12
"No Woman, No Cry","3/26/20, 4:55 PM",1996,,Fugees,Hip-Hop/Rap,
"NOIZE (feat. Tyler, The Creator)","7/14/19, 2:49 PM",2019,,Jaden,Hip-Hop/Rap,
Nonchalant,"12/23/16, 12:58 AM",2016,"6/10/18, 5:35 PM",Gucci Mane,Hip-Hop/Rap,7
Nonstop,"6/29/18, 10:45 AM",2018,"3/12/20, 11:15 AM",Drake,Hip-Hop/Rap,10
Norf Norf,"9/26/16, 11:03 PM",2015,"2/11/20, 9:11 PM",Vince Staples,Hip-Hop/Rap,148
Normal,"9/22/18, 12:50 AM",2018,,Eminem,Hip-Hop/Rap,
Not Afraid,"3/10/15, 11:17 PM",2010,"7/16/18, 5:24 PM",Eminem,Hip Hop/Rap,28
Not Afraid,"12/2/16, 12:08 AM",2010,"3/2/18, 12:22 PM",Eminem,Hip-Hop/Rap,1
"Not Alike (feat. Royce da 5'9"")","9/22/18, 12:50 AM",2018,"11/5/19, 4:15 PM",Eminem,Hip-Hop/Rap,8
Not For Radio (feat. Puff Daddy),"6/19/18, 3:21 PM",2018,"6/30/18, 1:42 PM",Nas,Hip-Hop/Rap,1
Note To Self,"10/21/15, 9:46 PM",2014,,J. Cole,Rap,
Note to Self,"11/1/16, 7:37 PM",2014,,J. Cole,Hip-Hop/Rap,
Nothin' On You (feat. Bruno Mars),"9/26/18, 4:59 PM",2009,,B.o.B,Hip-Hop/Rap,
Nothings Into Somethings,"5/31/17, 1:58 AM",2017,,Drake,Hip-Hop/Rap,
November,"1/9/19, 7:55 PM",2017,,"Tyler, The Creator",Hip-Hop/Rap,
November Rain,"3/15/19, 2:49 AM",1991,"3/25/19, 12:35 PM",Guns N' Roses,Hard Rock,2
Now & Forever,"10/15/15, 5:31 PM",2015,"9/3/16, 2:37 PM",Drake,Rap,5
Now Or Never (feat. Mary J. Blige) [Bonus Track],"1/20/17, 4:37 PM",2012,"5/21/18, 8:28 PM",Kendrick Lamar,Hip-Hop/Rap,13
Now!,"5/16/20, 2:08 PM",1982,,Scorpions,Hard Rock,
The Number of the Beast (2015 Remastered Version),"6/15/18, 10:53 AM",1982,"8/21/20, 8:00 PM",Iron Maiden,Metal,210
The Number of the Beast (2015 Remastered Version),"10/30/18, 9:18 PM",1982,"10/25/19, 2:08 PM",Iron Maiden,Metal,17
O-O-H Child,"1/31/17, 1:00 PM",1970,"6/11/18, 1:35 PM",The Five Stairsteps,R&B/Soul,14
The Ocean,"3/1/19, 5:52 PM",1973,,Led Zeppelin,Rock,
Ocean Man,"1/1/16, 3:11 PM",,"8/16/20, 3:01 PM",Ween,,53
Often,"4/13/16, 12:13 AM",,"2/26/17, 3:31 PM",The Weeknd,,18
Oh Comely,"2/26/20, 2:04 PM",1998,,Neutral Milk Hotel,Pop,
Oh Klahoma,"4/2/19, 8:54 PM",2017,"7/23/19, 11:31 AM",Jack Stauber,Pop,4
Ol' English,"3/3/15, 12:01 AM",2006,"1/15/17, 1:40 PM",The Game,Hip Hop/Rap,
On Fire,"12/2/16, 12:08 AM",2010,"12/24/16, 12:02 PM",Eminem,Hip-Hop/Rap,1
On Me (feat. Cardi B),"12/14/18, 12:39 PM",2018,"2/10/19, 2:41 PM",Meek Mill,Hip-Hop/Rap,2
On Me (feat. Kendrick Lamar),"10/8/15, 9:28 PM",2015,"5/27/18, 3:46 PM",The Game,Hip-Hop/Rap,26
On My Own (feat. Kid Cudi),"7/14/19, 2:49 PM",2019,,Jaden,Hip-Hop/Rap,
On the Hook,"6/18/20, 9:14 PM",2020,,Lamb of God,Metal,
On the Road Again,"2/21/17, 11:09 PM",1980,"8/2/19, 1:52 PM",Willie Nelson,Country,23
On Top,"1/6/15, 10:57 PM",,"7/6/17, 6:53 AM",Flume,,13
One,"2/18/17, 1:42 AM",1988,"2/15/20, 3:07 PM",Metallica,Metal,33
One & Only,"1/19/18, 5:40 PM",2017,"1/19/18, 6:36 PM",Dame D.O.L.L.A.,Hip-Hop/Rap,1
One Day,"3/19/12, 7:45 PM",2010,"6/10/18, 5:09 PM",Matisyahu,Reggae,24
One Headlight,"1/3/20, 4:21 PM",1996,"8/16/20, 1:49 PM",The Wallflowers,Rock,25
One In a Million,"8/31/19, 1:33 AM",1988,,Guns N' Roses,Hard Rock,
One Love,"3/15/17, 12:04 AM",1994,"8/13/18, 5:27 PM",Nas,Hip-Hop/Rap,5
One More Chance,"6/30/17, 9:45 AM",1994,,The Notorious B.I.G.,Hip-Hop/Rap,
One Night,"3/3/15, 12:01 AM",2006,"8/17/15, 10:04 AM",Game,Hip-Hop/Rap,
One Shot 2 Shot,"10/29/15, 12:41 AM",2004,,Eminem,Rap,
One Shot 2 Shot (feat. D12),"10/25/16, 3:55 PM",2004,,Eminem,Hip-Hop/Rap,
One That Got Away,"3/15/19, 3:31 AM",2018,,Forrest & Biskwiq,R&B/Soul,
One Time 4 Your Mind,"3/15/17, 12:04 AM",1994,,Nas,Hip-Hop/Rap,
Only,"7/8/15, 9:10 PM",,"7/19/18, 2:43 PM",Nicki Minaj,,8
"Only (feat. Drake, Lil Wayne & Chris Brown)","7/24/18, 11:12 AM",2014,"8/19/18, 11:50 AM",Nicki Minaj,Hip-Hop/Rap,5
Only a Man,"5/16/20, 1:02 PM",1980,,Scorpions,Hard Rock,
Oodles O' Noodles Babies,"12/14/18, 12:39 PM",2018,,Meek Mill,Hip-Hop/Rap,
Opps,"2/23/18, 10:08 AM",2018,"2/24/18, 1:24 PM","Vince Staples, Yugen Blakrok",Hip-Hop/Rap,1
Ordinary Man (feat. Elton John),"2/24/20, 10:58 AM",2020,,Ozzy Osbourne,Metal,
Oroborus,"7/17/19, 11:00 AM",2008,,GOJIRA,Metal,
Otherside,"5/7/18, 7:41 PM",2018,,Post Malone,Hip-Hop/Rap,
Otherside,"11/29/19, 1:14 PM",1999,,Red Hot Chili Peppers,Alternative,
Oui,"1/31/17, 8:58 PM",2015,"3/28/18, 4:57 PM",Jeremih,R&B/Soul,3
Out On the Tiles,"2/24/19, 3:32 PM",1970,,Led Zeppelin,Rock,
Out ta Get Me,"4/17/17, 1:59 PM",1987,"4/20/17, 2:21 PM",Guns N' Roses,Rock,3
"Outside (feat. E-40, Mvrcus Blvck & Lil E)","10/15/15, 7:02 PM",2015,"10/17/15, 5:51 PM",The Game,Hip-Hop/Rap,2
Outta My Head (with John Mayer),"5/2/19, 5:39 PM",2019,,Khalid,R&B/Soul,
Outta Time,"3/10/17, 4:18 PM",2017,"6/26/17, 9:39 PM",Future,Hip-Hop/Rap,6
Over My Head,"10/14/19, 10:05 PM",2015,,Alabama Shakes,Alternative,
Over Now,"5/7/18, 7:41 PM",2018,"7/11/18, 3:18 PM",Post Malone,Hip-Hop/Rap,1
Over the Hills and Far Away,"3/1/19, 6:52 PM",1973,"10/2/19, 9:25 PM",Led Zeppelin,Rock,3
P,"7/14/19, 2:49 PM",2019,,Jaden,Hip-Hop/Rap,
Paddle Out,"2/4/17, 7:30 AM",1996,"4/1/17, 4:07 PM",Sublime,Pop,3
Pain,"7/14/19, 2:49 PM",2019,,Jaden,Hip-Hop/Rap,
Palm Trees,"3/23/19, 8:18 PM",2019,,Surfaces,R&B/Soul,
Panama,"4/20/18, 3:03 PM",1984,"3/15/20, 4:27 PM",Van Halen,Hard Rock,5
Panic,"1/13/18, 1:59 AM",1986,"7/23/18, 7:41 PM",The Smiths,Rock,3
Paper Planes,"3/30/18, 11:56 AM",2007,"5/19/19, 2:01 PM",M.I.A.,Electronic,23
Paradise,"1/7/15, 12:02 AM",,"1/1/18, 12:18 PM",Big Sean,,23
Paradise,"5/2/19, 5:39 PM",2019,,Khalid,R&B/Soul,
Paradise City,"3/19/18, 1:14 PM",1987,"8/2/20, 5:44 PM",Guns N' Roses,Hard Rock,45
Paradise City,"1/3/16, 2:59 AM",,"3/21/16, 4:03 PM",Guns n' Roses,,2
Paramedic!,"2/23/18, 11:08 AM",2018,"11/6/19, 12:56 PM",SOB X RBE,Hip-Hop/Rap,38
Paranoia (feat. Lili K & Nosaj Thing),"6/27/19, 10:32 PM",2013,,Chance the Rapper,Hip-Hop/Rap,
Paranoid,"4/11/17, 11:36 PM",1970,"6/13/20, 1:32 PM",Black Sabbath,Metal,68
Paranoid,"10/21/15, 9:33 PM",2008,"10/23/15, 9:54 PM",Kanye West,Rap,1
Paranoid,"5/7/18, 7:41 PM",2018,"8/20/18, 5:37 PM",Post Malone,Hip-Hop/Rap,2
Paranoid,"7/7/15, 10:56 PM",,"12/23/16, 9:51 PM",Ty Dolla $ign,,10
Paranoid,"4/26/19, 10:38 PM",2019,,Weezer,Alternative,
Parental Discretion Iz Advised,"5/11/20, 10:15 PM",1988,,N.W.A.,Hip-Hop/Rap,
Party Like a Rock Star,"8/9/16, 3:44 PM",2007,"2/28/17, 10:31 PM",Shop Boyz,Hip-Hop/Rap,6
Party Up,"9/12/19, 11:56 AM",1999,"1/29/20, 1:34 PM",DMX,Hip-Hop/Rap,11
The Passenger,"12/9/18, 2:39 AM",1977,"6/16/20, 2:01 PM",Iggy Pop,Rock,16
Passionfruit,"5/31/17, 2:58 AM",2017,,Drake,Hip-Hop/Rap,
Patience,"8/31/19, 1:33 AM",1988,"8/31/19, 1:39 AM",Guns N' Roses,Hard Rock,1
Patient,"6/30/18, 11:55 AM",2016,,Post Malone,Hip-Hop/Rap,
Patty Cake,"9/14/17, 11:20 PM",2017,"5/12/20, 11:32 AM",Kodak Black,Hip-Hop,46
Paul (Skit),"10/29/15, 12:37 AM",2004,"1/5/16, 9:44 AM",Eminem,Rap,1
Paul (Skit),"10/25/16, 3:55 PM",2004,"11/13/16, 1:41 PM",Eminem,Hip-Hop/Rap,2
Paul (Skit),"9/22/18, 1:50 AM",2018,,Paul Rosenberg,Hip-Hop/Rap,
Pawn Shop,"2/4/17, 7:30 AM",1996,"7/18/17, 12:37 AM",Sublime,Pop,3
Pay You Back (feat. 21 Savage),"12/14/18, 1:39 PM",2018,,Meek Mill,Hip-Hop/Rap,
Peace of Mind,"7/19/17, 3:39 PM",1976,"8/2/20, 5:34 PM",Boston,Rock,89
Peaceful Easy Feeling,"2/12/20, 1:37 PM",1972,,Eagles,Rock,
Peak,"6/29/18, 9:45 AM",2018,,Drake,Hip-Hop/Rap,
Penitentiary,"10/21/15, 9:00 PM",2009,"7/9/16, 12:14 AM",Raekwon,Rap,7
Penitentiary (feat. Ghostface Killah),"10/25/16, 3:57 PM",2009,,Raekwon,Hip-Hop/Rap,
People Are Strange,"9/7/18, 4:27 PM",1967,"9/7/18, 6:20 PM",The Doors,Rock,2
Perfect Picture (feat. Stephen Marley),"5/28/18, 12:50 AM",2016,,"Damian ""Jr. Gong"" Marley",Reggae,
Perfect Situation,"6/26/17, 11:20 PM",2005,"4/6/20, 1:26 PM",Weezer,Rock,25
Photograph,"4/26/20, 1:35 PM",1983,"8/17/20, 11:10 AM",Def Leppard,Hard Rock,16
Piano Man,"2/6/18, 11:28 PM",1973,"6/26/19, 3:31 PM",Billy Joel,Rock,11
PICK IT UP (feat. A$AP Rocky),"5/3/18, 9:54 PM",2017,"6/8/19, 8:10 PM",Famous Dex,Hip-Hop/Rap,27
pick up the phone,"12/1/16, 11:41 PM",2016,"1/26/17, 4:04 PM",Travis Scott & Young Thug,Hip-Hop/Rap,6
Pipe It Up,"10/16/15, 6:42 PM",2015,"2/9/18, 10:46 AM",Migos,Hip-Hop,7
Plain Jane,"12/27/17, 11:51 AM",2017,"3/3/20, 6:14 PM",A$AP Ferg,Hip-Hop/Rap,52
Play That Funky Music,"3/26/20, 4:56 PM",1976,,Wild Cherry,Rock,
Please Come to Boston (Single Version),"3/26/20, 4:56 PM",1974,,Dave Loggins,Rock,
POA,"3/10/17, 4:18 PM",2017,"3/18/17, 12:29 PM",Future,Hip-Hop/Rap,2
Poe Mans Dreams (His Vice) [feat. GLC],"7/6/15, 10:13 PM",2011,"5/8/18, 8:34 PM",Kendrick Lamar,Hip-Hop/Rap,8
Poetic Justice (feat. Drake),"3/7/15, 11:12 PM",2013,"5/8/18, 8:01 PM",Kendrick Lamar,Hip Hop/Rap,7
Poison,"3/18/17, 12:38 PM",1990,"6/19/19, 1:07 PM",Bell Biv DeVoe,R&B/Soul,4
Poison Dream (feat. Jamey Jasta),"6/18/20, 9:14 PM",2020,,Lamb of God,Metal,
Politics As Usual,"10/29/15, 12:49 AM",1996,,Jay-Z,Rap,
Poppin' Tags,"3/10/17, 4:18 PM",2017,,Future,Hip-Hop/Rap,
Pork and Beans,"6/27/17, 3:23 PM",2008,"2/10/20, 2:06 PM",Weezer,Alternative,41
Portland (feat. Quavo & Travis Scott),"5/31/17, 1:58 AM",2017,"6/18/18, 4:02 PM",Drake,Hip-Hop/Rap,24
Possum Kingdom,"3/22/18, 12:06 AM",1994,"8/11/20, 5:36 PM",Toadies,Alternative,7
Pot of Gold,"10/14/15, 9:18 PM",2004,"11/2/16, 8:00 AM",Akon,R&B/Soul,2
Pothole (feat. Jaden Smith),"1/9/19, 7:55 PM",2017,,"Tyler, The Creator",Hip-Hop/Rap,
Power,"1/30/15, 12:07 AM",2010,"6/24/19, 3:38 PM",Kanye West,Hip-Hop/Rap,42
POWER (feat. Ty Dolla $ign),"8/11/18, 2:24 PM",2018,,YG,Hip-Hop/Rap,
Power Trip (feat. Miguel),"6/2/17, 1:13 AM",2013,"6/8/19, 5:28 PM",J. Cole,Hip-Hop/Rap,7
Praise the Lord (Da Shine) [feat. Skepta],"9/22/18, 4:30 PM",2018,"12/8/19, 4:13 PM",A$AP Rocky,Hip-Hop/Rap,9
Pray,"10/16/15, 6:26 PM",2012,"5/15/17, 3:56 PM",The Game Feat. J. Cole & JMSN,Rap,11
Pray (feat. J Cole & JMSN),"5/31/17, 7:24 PM",2012,"8/27/18, 1:08 PM",The Game,Hip-Hop/Rap,6
Pray For Me,"2/14/18, 10:47 PM",2018,,"The Weeknd, Kendrick Lamar",Hip-Hop/Rap,
Prayer of the Refugee,"8/10/17, 9:57 PM",2006,"4/2/20, 3:24 PM",Rise Against,Rock,28
Preach,"10/15/15, 5:29 PM",2015,,Drake,Rap,
PRIDE.,"4/13/17, 7:52 PM",2017,"9/15/18, 5:52 PM",Kendrick Lamar,Hip-Hop/Rap,19
Prima Donna (feat. A$AP Rocky),"9/26/16, 10:04 PM",2016,"12/3/16, 1:24 PM",Vince Staples,Hip-Hop/Rap,3
The Prisoner (2015 Remastered Version),"10/30/18, 9:18 PM",1982,"4/1/19, 12:57 PM",Iron Maiden,Metal,3
Proud Mary,"1/31/17, 10:06 PM",1968,"5/8/20, 4:34 PM",Creedence Clearwater Revival,Rock,57
Psycho (feat. Ty Dolla $ign),"5/7/18, 8:41 PM",2018,"2/19/19, 7:19 PM",Post Malone,Hip-Hop/Rap,12
Puke,"10/29/15, 12:36 AM",2004,"11/3/15, 11:18 PM",Eminem,Rap,2
Puke,"10/25/16, 4:55 PM",2004,,Eminem,Hip-Hop/Rap,
Pull Me Under,"12/18/19, 5:41 PM",1992,,Dream Theater,Metal,
Pulling Teeth,"3/14/17, 11:52 PM",1994,"6/10/18, 4:15 PM",Green Day,Alternative,2
Pump it Up,"7/8/15, 9:39 PM",,"2/8/17, 2:37 PM",Jay Z,,9
Pump It Up,"7/30/16, 10:27 PM",2003,"11/20/17, 9:11 PM",Joe Budden,Hip-Hop/Rap,15
Purple Sea,"12/27/19, 10:40 AM",2019,,The Dropouts,Rock,
Pursuit Of Happiness (Nightmare),"10/15/15, 5:47 PM",2009,"10/5/16, 11:01 AM",Kid Cudi,Rap,14
Pursuit of Happiness (Nightmare),"10/25/16, 4:56 PM",2009,"8/2/20, 6:06 PM",Kid Cudi,Hip-Hop/Rap,40
Push It,"9/14/16, 3:52 PM",2016,"2/3/20, 8:17 PM",O.T. Genasis,Hip-Hop/Rap,44
Pusha Man (feat. Nate Fox),"6/27/19, 10:32 PM",2013,"6/29/19, 2:17 PM",Chance the Rapper,Hip-Hop/Rap,1
PUSSY MONEY FAME,"8/11/18, 2:24 PM",2018,,YG,Hip-Hop/Rap,
Put You On the Game,"3/5/15, 12:25 PM",2005,"9/25/16, 9:17 PM",Game,Hip-Hop/Rap,4
Put You On the Game,"3/5/15, 1:25 PM",2005,,The Game,Hip-Hop/Rap,
Put Your Records On,"6/17/18, 4:04 PM",2006,"12/16/18, 5:30 PM",Corinne Bailey Rae,Soul,17
Pyrex Vision,"10/25/16, 3:57 PM",2009,"10/23/18, 7:38 PM",Raekwon,Hip-Hop/Rap,12
Pyrex Vision,"10/21/15, 8:57 PM",2009,"10/14/16, 3:49 PM",Raekwon,Rap,30
Quiet On tha Set,"5/11/20, 10:15 PM",1988,,N.W.A.,Hip-Hop/Rap,
"Quik's Groove (The One) [feat. DJ Quik, Sevyn Streeter & Micah]","10/15/15, 8:02 PM",2015,,The Game,Hip-Hop/Rap,
R.O.A.R.,"5/28/18, 12:50 AM",2017,,"Damian ""Jr. Gong"" Marley",Reggae,
Rack City,"5/12/12, 8:46 PM",2011,"8/4/17, 9:08 AM",Tyga,Hip-Hop/Rap,6
"RAF (feat. A$AP Rocky, Playboi Carti, Quavo, Lil Uzi Vert & Frank Ocean)","10/23/17, 11:37 AM",2017,"9/23/19, 11:55 AM",A$AP Mob,Hip-Hop/Rap,26
Rah!,"3/10/15, 10:10 PM",,"11/16/16, 9:07 PM",Lil Wayne,,15
"Rain Dance (feat. Tech N9ne, Mystikal)","7/7/15, 9:02 PM",2015,"12/1/16, 4:45 PM",Stevie Stone,Hip-Hop,9
Rain Man,"10/29/15, 12:37 AM",2004,,Eminem,Rap,
Rain Man,"10/25/16, 4:55 PM",2004,,Eminem,Hip-Hop/Rap,
The Rain Song,"3/1/19, 5:52 PM",1973,,Led Zeppelin,Rock,
Rainbow In the Dark,"4/27/19, 7:55 PM",1983,"3/16/20, 12:35 PM",Dio,Metal,44
Rainbow In the Dark,"5/27/19, 12:57 PM",2000,,Dio,Metal,
Raindrops Keep Falling On My Head (Re-Recorded),"10/3/17, 11:55 AM",2002,"2/18/18, 7:11 PM",B.J. Thomas,Pop,2
Ramble On,"2/24/19, 3:32 PM",1969,,Led Zeppelin,Rock,
Ramblin' Man,"2/12/17, 12:40 PM",1973,"8/16/20, 1:39 PM",The Allman Brothers Band,Rock,130
Rap Gamez Callin,"10/1/14, 1:44 PM",2009,"5/6/19, 12:13 PM",Stevie Stone,Hip-Hop/Rap,251
Rap God,"7/7/15, 11:05 PM",2013,"12/4/16, 5:37 PM",Eminem,Hip-Hop/Rap,5
Rap N****s,"11/24/18, 2:01 PM",2018,,Nipsey Hussle,Hip-Hop/Rap,
Rasputin,"9/15/18, 2:36 AM",1978,"3/15/20, 12:31 PM",Boney M.,Pop,22
Ratchet Happy Birthday,"6/29/18, 9:45 AM",2018,"6/30/18, 5:41 PM",Drake,Hip-Hop/Rap,1
Ready or Not,"3/26/20, 4:55 PM",1996,,Fugees,Hip-Hop/Rap,
Ready to Die (Bridgeport Sample Removed),"6/30/17, 9:45 AM",1994,,The Notorious B.I.G.,Hip-Hop/Rap,
Ready to Let Go,"7/23/19, 1:35 PM",2019,"3/17/20, 5:38 PM",Cage the Elephant,Alternative,12
Real (feat. Anna Wise),"3/7/15, 11:12 PM",2013,"5/29/17, 3:23 PM",Kendrick Lamar,Hip Hop/Rap,3
Real Big (feat. Marsha Ambrosius),"11/24/18, 2:01 PM",2018,,Nipsey Hussle,Hip-Hop/Rap,
Real Rich (feat. Gucci Mane),"10/17/18, 1:21 PM",2018,"1/22/19, 4:03 PM",Wiz Khalifa,Hip-Hop/Rap,5
The Real Slim Shady,"7/7/15, 11:05 PM",2000,"3/28/16, 6:21 PM",Eminem,Hip-Hop/Rap,4
The Real Slim Shady,"7/6/15, 9:33 PM",,"7/16/15, 1:49 PM",Eminem,,2
Reality Bath,"6/18/20, 9:14 PM",2020,,Lamb of God,Metal,
Reality Check (feat. One Be Lo & Senim Silla),"12/2/16, 1:52 AM",2000,"10/20/18, 5:03 PM",Binary Star,Hip-Hop/Rap,24
Really Really,"5/31/16, 7:18 PM",2015,"6/20/17, 6:45 PM",Kevin Gates,Hip-Hop/Rap,60
Rebel Rebel,"11/8/17, 12:36 PM",2014,"6/14/20, 3:44 PM",David Bowie,Rock,11
Rebel Yell,"10/14/19, 2:55 PM",1983,"7/12/20, 8:14 PM",Billy Idol,Rock,44
The Recipe (feat. Dr. Dre) [Bonus Track],"1/20/17, 5:37 PM",2012,"8/12/19, 12:30 PM",Kendrick Lamar,Hip-Hop/Rap,14
Reckless Life (Live),"8/31/19, 1:33 AM",1986,,Guns N' Roses,Hard Rock,
Red Intro,"3/26/20, 4:55 PM",1996,,Fugees,Hip-Hop/Rap,
Redbone,"3/11/17, 10:17 PM",2016,"3/6/18, 11:31 AM",Childish Gambino,R&B/Soul,7
Redemption,"2/23/18, 10:08 AM",2018,,"Zacari, Babes Wodumo",Hip-Hop/Rap,
Redemption Interlude,"2/23/18, 10:08 AM",2018,"2/24/18, 1:25 PM",Zacari,Hip-Hop/Rap,1
Redemption Song,"2/6/19, 7:01 PM",1980,"2/13/19, 6:01 PM",Bob Marley & The Wailers,Reggae,1
